StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q4_1,Q4_2,Q4_3,Q7_1,Q5
2019-08-12 21:19:23,2019-08-12 21:20:01,IP Address,100,38,True,2019-08-12 21:20:01,R_Df1WmFhnfoSjqVz,anonymous,EN-GB,583,72,71,68,66,76,69,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-12 21:21:25,2019-08-12 21:21:56,IP Address,100,30,True,2019-08-12 21:21:56,R_2SvNfWkJiqSXzTK,anonymous,EN-GB,283,76,83,78,51,80,89,I definitely plan to quit smoking in the next 6 months.
2019-08-12 21:22:02,2019-08-12 21:22:16,IP Address,100,13,True,2019-08-12 21:22:16,R_VUuAzpDpokdpdWp,anonymous,EN-GB,761,10,10,14,8,11,11,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-12 21:30:51,2019-08-12 21:31:14,IP Address,100,22,True,2019-08-12 21:31:14,R_D94mPWefZe4TDKp,anonymous,EN-GB,379,27,22,23,29,29,27,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-12 21:34:12,2019-08-12 21:34:42,IP Address,100,30,True,2019-08-12 21:34:42,R_1hTn286iJemSFH5,anonymous,EN-GB,775,78,88,16,10,1,10,I definitely plan to quit smoking in the next 6 months.
2019-08-12 21:37:28,2019-08-12 21:38:00,IP Address,100,31,True,2019-08-12 21:38:00,R_2ZVKU67KxIMWJI8,anonymous,EN-GB,775,75,77,22,21,21,21,I definitely plan to quit smoking in the next 6 months.
2019-08-12 21:45:57,2019-08-12 21:46:21,IP Address,100,24,True,2019-08-12 21:46:21,R_2wQRi8S0uwrvqLV,anonymous,EN-GB,662,100,100,62,62,66,63,I definitely plan to quit smoking in the next 6 months.
2019-08-12 21:54:17,2019-08-12 21:54:47,IP Address,100,29,True,2019-08-12 21:54:47,R_cT3DZXrkdb4zuRb,anonymous,EN-GB,581,89,82,3,4,19,8,"I often think about quitting smoking, but I have no plans to quit."
2019-08-12 22:08:38,2019-08-12 22:08:54,IP Address,100,16,True,2019-08-12 22:08:54,R_5vwT9Xqg9jVIexr,anonymous,EN-GB,362,31,29,71,69,67,65,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-12 22:10:22,2019-08-12 22:10:45,IP Address,100,22,True,2019-08-12 22:10:45,R_RC8ebH8rJD4coSJ,anonymous,EN-GB,157,62,70,50,17,79,50,I definitely plan to quit smoking in the next 6 months.
2019-08-12 22:12:36,2019-08-12 22:13:05,IP Address,100,28,True,2019-08-12 22:13:05,R_ba2PMwnBPzzAlJT,anonymous,EN-GB,605,44,36,23,21,21,21,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-12 22:24:02,2019-08-12 22:24:22,IP Address,100,20,True,2019-08-12 22:24:22,R_xhzCGs0wb85WkEx,anonymous,EN-GB,689,61,62,28,21,21,17,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-12 22:28:55,2019-08-12 22:29:08,IP Address,100,13,True,2019-08-12 22:29:09,R_3fUzTDX8ICSpn4v,anonymous,EN-GB,513,36,44,52,42,58,44,I definitely plan to quit smoking in the next 30 days.
2019-08-12 22:55:40,2019-08-12 22:55:59,IP Address,100,18,True,2019-08-12 22:55:59,R_1QynORLuLYl8C48,anonymous,EN-GB,731,36,36,18,25,39,28,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-12 22:55:13,2019-08-12 22:56:19,IP Address,100,66,True,2019-08-12 22:56:19,R_3hsTSsfStopAens,anonymous,EN-GB,592,82,89,18,20,17,13,"I often think about quitting smoking, but I have no plans to quit."
2019-08-12 22:56:38,2019-08-12 22:57:39,IP Address,100,61,True,2019-08-12 22:57:39,R_3qCGnyJDMZgQqQR,anonymous,EN-GB,314,50,50,75,50,10,75,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-12 23:30:03,2019-08-12 23:30:29,IP Address,100,26,True,2019-08-12 23:30:30,R_1kFxF0rfxyLSsgq,anonymous,EN-GB,614,48,48,49,58,53,51,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-13 00:42:54,2019-08-13 00:43:18,IP Address,100,24,True,2019-08-13 00:43:19,R_2aLfAXv8XNoI72k,anonymous,EN-GB,209,66,72,60,59,72,66,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 01:55:10,2019-08-13 01:56:21,IP Address,100,70,True,2019-08-13 01:56:21,R_2f2MqTW78S8CVus,anonymous,EN-GB,647,55,29,5,0,59,0,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-13 02:36:08,2019-08-13 02:36:43,IP Address,100,34,True,2019-08-13 02:36:43,R_8IVBkZx3HhhMD4t,anonymous,EN-GB,135,100,100,100,100,100,65,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 00:35:15,2019-08-13 00:38:47,IP Address,20,212,False,2019-08-13 04:39:40,R_1RqxBgteUu4B5ZL,anonymous,EN-GB,209,,,,,,,
2019-08-13 08:28:20,2019-08-13 08:29:20,IP Address,100,60,True,2019-08-13 08:29:21,R_3k0dcafu32LoYbq,anonymous,EN-GB,303,77,79,27,35,70,42,I definitely plan to quit smoking in the next 6 months.
2019-08-13 09:09:45,2019-08-13 09:09:59,IP Address,100,14,True,2019-08-13 09:10:00,R_2f6vPeV9EkHSMC5,anonymous,EN-GB,309,70,62,63,61,54,69,"I have quit smoking, but I still worry about slipping back, so I need to keep working on living smoke free."
2019-08-13 09:37:17,2019-08-13 09:37:42,IP Address,100,24,True,2019-08-13 09:37:42,R_1gnC4ZP3numIkMK,anonymous,EN-GB,250,62,100,100,100,100,14,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-13 11:40:17,2019-08-13 11:40:32,IP Address,100,15,True,2019-08-13 11:40:32,R_3gYm02IMUNWvOk2,anonymous,EN-GB,270,100,100,0,0,0,0,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 12:37:45,2019-08-13 12:37:58,IP Address,100,12,True,2019-08-13 12:37:58,R_2yrugchh3oA7qkL,anonymous,EN-GB,421,10,5,6,7,11,7,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-13 16:37:39,2019-08-13 16:38:21,IP Address,100,41,True,2019-08-13 16:38:21,R_1FKxgHWXaPhHSmG,anonymous,EN-GB,285,30,26,16,1,6,10,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 16:37:31,2019-08-13 16:37:33,IP Address,20,1,False,2019-08-13 20:37:52,R_3lSqyZUizFx9Tha,anonymous,EN-GB,,,,,,,,
2019-08-13 21:01:13,2019-08-13 21:01:42,IP Address,100,29,True,2019-08-13 21:01:42,R_eKkYaVRqmmLJaRr,anonymous,EN-GB,627,80,76,60,49,60,45,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-13 21:02:24,2019-08-13 21:02:49,IP Address,100,25,True,2019-08-13 21:02:49,R_rpebSkHtXJOs2qJ,anonymous,EN-GB,469,51,49,52,51,51,48,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 21:02:36,2019-08-13 21:03:17,IP Address,100,41,True,2019-08-13 21:03:18,R_x5wXPb0MQbRpXdD,anonymous,EN-GB,164,88,79,85,69,88,72,I definitely plan to quit smoking in the next 6 months.
2019-08-13 21:02:32,2019-08-13 21:03:20,IP Address,100,47,True,2019-08-13 21:03:20,R_2YYtVrWL1l3KPHR,anonymous,EN-GB,775,72,81,23,21,19,23,I definitely plan to quit smoking in the next 30 days.
2019-08-13 21:05:16,2019-08-13 21:05:33,IP Address,100,16,True,2019-08-13 21:05:33,R_1IFTL8PCSEIs5dt,anonymous,EN-GB,270,100,100,1,10,19,0,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 21:03:39,2019-08-13 21:05:59,IP Address,100,139,True,2019-08-13 21:05:59,R_2bQumBYQAv0PWQa,anonymous,EN-GB,421,9,8,6,8,12,9,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-13 21:11:09,2019-08-13 21:11:45,IP Address,100,35,True,2019-08-13 21:11:45,R_0v5WNYrchil2xaN,anonymous,EN-GB,303,82,68,49,34,82,35,I definitely plan to quit smoking in the next 6 months.
2019-08-13 21:15:19,2019-08-13 21:15:41,IP Address,100,21,True,2019-08-13 21:15:41,R_3FUUSMBARp6L2fS,anonymous,EN-GB,400,47,61,58,38,67,60,I definitely plan to quit smoking in the next 6 months.
2019-08-13 21:17:35,2019-08-13 21:18:03,IP Address,100,28,True,2019-08-13 21:18:03,R_3rZGzM7ZxOzHk0M,anonymous,EN-GB,736,59,31,67,59,40,59,"I never think about quitting smoking, and I have no plans to quit."
2019-08-13 21:23:35,2019-08-13 21:26:20,IP Address,100,165,True,2019-08-13 21:26:20,R_89fXl2d6hcjj5Jf,anonymous,EN-GB,209,70,75,65,65,70,65,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 21:31:09,2019-08-13 21:31:40,IP Address,100,31,True,2019-08-13 21:31:40,R_2qkQt4nxFu6WQ70,anonymous,EN-GB,111,68,68,6,11,11,13,I definitely plan to quit smoking in the next 6 months.
2019-08-13 21:44:41,2019-08-13 21:45:04,IP Address,100,23,True,2019-08-13 21:45:05,R_2bH1FJcN7hkNici,anonymous,EN-GB,581,89,82,8,7,21,11,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 21:51:20,2019-08-13 21:51:41,IP Address,100,21,True,2019-08-13 21:51:41,R_279XQ9X0r2AOjK6,anonymous,EN-GB,249,100,100,97,96,99,97,I definitely plan to quit smoking in the next 6 months.
2019-08-13 21:58:10,2019-08-13 21:58:26,IP Address,100,15,True,2019-08-13 21:58:26,R_8ICfxXIQOfRUB2x,anonymous,EN-GB,689,64,62,19,15,17,15,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-13 21:58:41,2019-08-13 21:59:05,IP Address,100,24,True,2019-08-13 21:59:05,R_1qeKbQm7kipmUmN,anonymous,EN-GB,721,49,63,39,59,50,59,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 22:26:51,2019-08-13 22:27:20,IP Address,100,29,True,2019-08-13 22:27:20,R_3EQPfoqihaacT2e,anonymous,EN-GB,731,28,23,35,21,42,22,"I never think about quitting smoking, and I have no plans to quit."
2019-08-13 22:28:20,2019-08-13 22:28:34,IP Address,100,14,True,2019-08-13 22:28:35,R_3ErNdS9sjGmO95d,anonymous,EN-GB,362,31,30,66,69,69,63,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-13 23:03:49,2019-08-13 23:04:02,IP Address,100,12,True,2019-08-13 23:04:02,R_XpOOzOuUV2ileI9,anonymous,EN-GB,761,11,11,21,14,11,14,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-13 23:14:44,2019-08-13 23:15:06,IP Address,100,21,True,2019-08-13 23:15:06,R_3vXANPBeVZ1fIPv,anonymous,EN-GB,592,89,90,19,13,19,9,"I often think about quitting smoking, but I have no plans to quit."
2019-08-13 23:26:24,2019-08-13 23:26:46,IP Address,100,22,True,2019-08-13 23:26:46,R_12opC0DaJDsCfdX,anonymous,EN-GB,599,77,32,65,66,54,53,I definitely plan to quit smoking in the next 6 months.
2019-08-13 23:37:45,2019-08-13 23:38:04,IP Address,100,18,True,2019-08-13 23:38:04,R_xDUqH2jbGfm6gZb,anonymous,EN-GB,614,44,43,41,43,42,44,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 00:01:37,2019-08-14 00:02:07,IP Address,100,30,True,2019-08-14 00:02:07,R_2asCRdTewGACfxN,anonymous,EN-GB,492,19,29,66,42,45,51,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 00:06:49,2019-08-14 00:07:19,IP Address,100,30,True,2019-08-14 00:07:20,R_1d524x0cCxu729T,anonymous,EN-GB,312,100,100,0,0,21,24,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-14 00:08:35,2019-08-14 00:08:51,IP Address,100,16,True,2019-08-14 00:08:52,R_2VCPQCJNRXkLq9P,anonymous,EN-GB,463,100,100,97,88,93,90,I definitely plan to quit smoking in the next 6 months.
2019-08-14 00:02:20,2019-08-14 00:02:24,IP Address,20,3,False,2019-08-14 04:07:16,R_2nRHhrZUwkibXxL,anonymous,EN-GB,492,,,,,,,
2019-08-14 00:02:33,2019-08-14 00:02:35,Spam,20,2,False,2019-08-14 04:19:24,R_2ZQBMUUGQsCUPCQ,anonymous,EN-GB,492,,,,,,,
2019-08-14 08:39:13,2019-08-14 08:39:29,IP Address,100,15,True,2019-08-14 08:39:29,R_3oLcCcoRYGhZFMb,anonymous,EN-GB,309,70,65,79,69,61,69,"I have quit smoking, but I still worry about slipping back, so I need to keep working on living smoke free."
2019-08-14 09:36:31,2019-08-14 09:36:59,IP Address,100,28,True,2019-08-14 09:37:00,R_2cc1i1abnlBkbc8,anonymous,EN-GB,513,44,47,53,48,46,51,I definitely plan to quit smoking in the next 6 months.
2019-08-14 14:15:58,2019-08-14 14:16:22,IP Address,100,23,True,2019-08-14 14:16:22,R_SOBTmKi5fw4liOB,anonymous,EN-GB,283,83,88,95,69,84,93,I definitely plan to quit smoking in the next 6 months.
2019-08-14 16:56:03,2019-08-14 16:56:41,IP Address,100,37,True,2019-08-14 16:56:41,R_1ocllu2INhfj8Xv,anonymous,EN-GB,583,72,67,75,68,69,74,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-14 21:01:26,2019-08-14 21:01:40,IP Address,100,13,True,2019-08-14 21:01:40,R_1k1sF1xufJsRz3f,anonymous,EN-GB,736,65,51,65,65,56,57,"I never think about quitting smoking, and I have no plans to quit."
2019-08-14 21:02:07,2019-08-14 21:02:39,IP Address,100,32,True,2019-08-14 21:02:40,R_DwLQ29MslYPHfHz,anonymous,EN-GB,627,72,73,60,66,64,51,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-14 21:02:13,2019-08-14 21:03:00,IP Address,100,46,True,2019-08-14 21:03:00,R_2f0VIFYnYeFYCVz,anonymous,EN-GB,164,93,85,84,72,87,77,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-14 21:05:59,2019-08-14 21:06:15,IP Address,100,16,True,2019-08-14 21:06:15,R_usoScSpnsZnZlUl,anonymous,EN-GB,761,15,14,23,14,23,21,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 21:07:27,2019-08-14 21:07:57,IP Address,100,29,True,2019-08-14 21:07:58,R_2a9aqkXKT2V01y4,anonymous,EN-GB,209,70,65,68,65,70,60,"I often think about quitting smoking, but I have no plans to quit."
2019-08-14 21:10:39,2019-08-14 21:10:57,IP Address,100,17,True,2019-08-14 21:10:57,R_3lXpIhzBJKsZpFG,anonymous,EN-GB,513,45,47,48,49,44,54,I definitely plan to quit smoking in the next 6 months.
2019-08-14 21:10:00,2019-08-14 21:11:05,IP Address,100,65,True,2019-08-14 21:11:05,R_1P2ldz9zIfiLCMu,anonymous,EN-GB,379,22,25,26,27,22,23,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 21:11:04,2019-08-14 21:11:22,IP Address,100,18,True,2019-08-14 21:11:23,R_3EJZoy7tJc3I2vc,anonymous,EN-GB,599,93,93,84,77,72,89,I definitely plan to quit smoking in the next 6 months.
2019-08-14 21:18:22,2019-08-14 21:18:44,IP Address,100,22,True,2019-08-14 21:18:45,R_ALF3g8oJd2k6kz7,anonymous,EN-GB,469,47,54,52,45,50,47,"I often think about quitting smoking, but I have no plans to quit."
2019-08-14 21:21:21,2019-08-14 21:22:08,IP Address,100,46,True,2019-08-14 21:22:08,R_1q96zc832Yx9EVO,anonymous,EN-GB,700,77,80,83,78,81,52,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 21:23:20,2019-08-14 21:23:45,IP Address,100,25,True,2019-08-14 21:23:46,R_2RWzKyryjxf06qu,anonymous,EN-GB,303,78,68,49,30,78,39,I definitely plan to quit smoking in the next 6 months.
2019-08-14 21:37:07,2019-08-14 21:37:29,IP Address,100,21,True,2019-08-14 21:37:29,R_2y46amGDCuahkoC,anonymous,EN-GB,689,65,67,14,18,18,11,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 21:53:11,2019-08-14 21:53:31,IP Address,100,20,True,2019-08-14 21:53:32,R_1mPiZyGrjCGnUQp,anonymous,EN-GB,421,11,12,15,9,15,16,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 21:53:55,2019-08-14 21:56:10,IP Address,100,135,True,2019-08-14 21:56:10,R_1CqCF18KQmD6ri3,anonymous,EN-GB,724,96,96,90,33,62,57,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-14 22:07:26,2019-08-14 22:08:06,IP Address,100,40,True,2019-08-14 22:08:07,R_3l1ZdHGg62Za9Hj,anonymous,EN-GB,283,100,93,96,65,90,91,I definitely plan to quit smoking in the next 6 months.
2019-08-14 22:24:16,2019-08-14 22:24:34,IP Address,100,17,True,2019-08-14 22:24:34,R_2bIPTmHqWatHgPH,anonymous,EN-GB,721,52,46,60,49,74,47,I definitely plan to quit smoking in the next 6 months.
2019-08-14 22:51:39,2019-08-14 22:51:59,IP Address,100,19,True,2019-08-14 22:51:59,R_2xQMrAkqYz7d3PR,anonymous,EN-GB,614,50,44,44,52,47,53,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 23:05:56,2019-08-14 23:06:17,IP Address,100,20,True,2019-08-14 23:06:17,R_2TGKfCZMk8o7S6Y,anonymous,EN-GB,400,55,64,45,47,53,46,I definitely plan to quit smoking in the next 6 months.
2019-08-14 23:17:53,2019-08-14 23:18:08,IP Address,100,14,True,2019-08-14 23:18:08,R_2WDdEEk9ydvaI7j,anonymous,EN-GB,362,25,27,69,66,67,68,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 23:28:51,2019-08-14 23:29:23,IP Address,100,32,True,2019-08-14 23:29:23,R_UmUO5MdPYb6HrnX,anonymous,EN-GB,731,40,28,35,27,30,40,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 23:29:30,2019-08-14 23:29:53,IP Address,100,22,True,2019-08-14 23:29:53,R_tSfKZzCivPfs2EV,anonymous,EN-GB,492,47,24,70,50,69,50,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-14 23:39:14,2019-08-14 23:39:46,IP Address,100,32,True,2019-08-14 23:39:47,R_1mkI1iY2InxDIee,anonymous,EN-GB,312,100,100,0,0,21,24,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-15 00:27:57,2019-08-15 00:28:58,IP Address,100,60,True,2019-08-15 00:28:59,R_2WHH7yUHTbhTgqs,anonymous,EN-GB,592,100,100,22,15,32,12,"I often think about quitting smoking, but I have no plans to quit."
2019-08-14 21:21:09,2019-08-14 21:21:15,IP Address,20,6,False,2019-08-15 01:21:43,R_yF9rDkNWGg6Rs77,anonymous,EN-GB,70,,,,,,,
2019-08-15 02:33:28,2019-08-15 02:33:54,IP Address,100,26,True,2019-08-15 02:33:54,R_UiHq42BgivXLbGN,anonymous,EN-GB,581,95,84,5,7,26,13,"I often think about quitting smoking, but I have no plans to quit."
2019-08-15 05:32:29,2019-08-15 05:33:00,IP Address,100,30,True,2019-08-15 05:33:00,R_33vG4EGhYoQ9NL8,anonymous,EN-GB,166,80,83,96,100,96,93,"I never think about quitting smoking, and I have no plans to quit."
2019-08-15 07:01:50,2019-08-15 07:02:39,IP Address,100,48,True,2019-08-15 07:02:39,R_1Gvq2GpJ3uUc9rD,anonymous,EN-GB,135,97,97,99,100,100,47,"I often think about quitting smoking, but I have no plans to quit."
2019-08-15 07:14:34,2019-08-15 07:14:52,IP Address,100,18,True,2019-08-15 07:14:52,R_1LBQJA6hYprbV0Q,anonymous,EN-GB,309,71,61,66,71,72,75,"I have quit smoking, but I still worry about slipping back, so I need to keep working on living smoke free."
2019-08-15 07:42:01,2019-08-15 07:42:31,IP Address,100,30,True,2019-08-15 07:42:32,R_1mRyChstl4patJ6,anonymous,EN-GB,775,75,81,12,5,2,10,I definitely plan to quit smoking in the next 30 days.
2019-08-15 05:33:10,2019-08-15 05:33:14,IP Address,20,4,False,2019-08-15 09:33:25,R_3h46elSl66HTMcO,anonymous,EN-GB,166,,,,,,,
2019-08-15 10:04:41,2019-08-15 10:05:59,IP Address,100,78,True,2019-08-15 10:05:59,R_UYYfmwcW4xQYPCx,anonymous,EN-GB,466,100,99,33,50,59,65,"I often think about quitting smoking, but I have no plans to quit."
2019-08-15 11:34:33,2019-08-15 11:34:54,IP Address,100,21,True,2019-08-15 11:34:55,R_VItE0pyDKWk91zH,anonymous,EN-GB,583,65,70,71,75,75,68,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-15 11:34:25,2019-08-15 11:34:29,IP Address,20,3,False,2019-08-15 15:34:29,R_2bWruvI0H3d9TdM,anonymous,EN-GB,No,,,,,,,
2019-08-15 21:01:13,2019-08-15 21:01:38,IP Address,100,25,True,2019-08-15 21:01:38,R_3spsBNDfbvWr6Ey,anonymous,EN-GB,627,71,79,65,59,63,53,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-15 21:01:29,2019-08-15 21:01:57,IP Address,100,27,True,2019-08-15 21:01:57,R_2wBGZhkmjGZduxe,anonymous,EN-GB,469,54,48,54,50,50,51,"I often think about quitting smoking, but I have no plans to quit."
2019-08-15 21:02:28,2019-08-15 21:03:08,IP Address,100,40,True,2019-08-15 21:03:09,R_1py8oGqdhFuR0Fa,anonymous,EN-GB,164,90,81,87,78,91,75,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-15 21:03:23,2019-08-15 21:04:43,IP Address,100,79,True,2019-08-15 21:04:43,R_1LBBrh73z2LcOHL,anonymous,EN-GB,775,74,78,6,3,6,10,I definitely plan to quit smoking in the next 30 days.
2019-08-15 21:04:37,2019-08-15 21:05:01,IP Address,100,24,True,2019-08-15 21:05:01,R_9RcXQtrszPTtCsp,anonymous,EN-GB,689,83,68,17,14,17,20,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-15 21:05:36,2019-08-15 21:05:59,IP Address,100,22,True,2019-08-15 21:05:59,R_1DoN7DWdE5jrI2W,anonymous,EN-GB,736,57,54,58,90,92,48,"I never think about quitting smoking, and I have no plans to quit."
2019-08-15 21:09:50,2019-08-15 21:10:17,IP Address,100,27,True,2019-08-15 21:10:18,R_3JpW9fBySAlwB5p,anonymous,EN-GB,599,84,92,,96,79,78,I definitely plan to quit smoking in the next 6 months.
2019-08-15 21:18:04,2019-08-15 21:18:28,IP Address,100,24,True,2019-08-15 21:18:29,R_27rNqvzeYEtaUc3,anonymous,EN-GB,721,41,58,46,21,45,29,I definitely plan to quit smoking in the next 6 months.
2019-08-15 22:06:09,2019-08-15 22:06:22,IP Address,100,13,True,2019-08-15 22:06:23,R_2TF4AbY9t70ugqh,anonymous,EN-GB,761,14,18,21,15,20,18,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-15 22:10:18,2019-08-15 22:10:40,IP Address,100,22,True,2019-08-15 22:10:41,R_1EiyIuH9iSKbVfu,anonymous,EN-GB,731,32,27,35,21,19,17,I have decided not to quit smoking for my lifetime. I have no interest in quitting.
2019-08-15 22:12:59,2019-08-15 22:13:26,IP Address,100,27,True,2019-08-15 22:13:27,R_31YHayeIEHsGGN8,anonymous,EN-GB,614,50,52,49,50,56,53,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-15 22:15:16,2019-08-15 22:16:20,IP Address,100,63,True,2019-08-15 22:16:20,R_3HuZPtfiSx6EHud,anonymous,EN-GB,276,67,79,60,41,69,68,I definitely plan to quit smoking in the next 6 months.
2019-08-15 22:25:54,2019-08-15 22:26:17,IP Address,100,23,True,2019-08-15 22:26:18,R_2Pd6WjvJoyRpDRX,anonymous,EN-GB,209,70,72,76,72,71,68,"I often think about quitting smoking, but I have no plans to quit."
2019-08-15 22:59:30,2019-08-15 22:59:59,IP Address,100,29,True,2019-08-15 23:00:00,R_3P7XZB9DkwdYDMb,anonymous,EN-GB,581,90,84,2,5,19,10,"I often think about quitting smoking, but I have no plans to quit."
2019-08-16 00:14:21,2019-08-16 00:14:39,IP Address,100,17,True,2019-08-16 00:14:39,R_2pYwFBkDWHKPQcv,anonymous,EN-GB,463,100,100,97,98,100,100,I definitely plan to quit smoking in the next 6 months.
2019-08-16 00:38:44,2019-08-16 00:39:02,IP Address,100,18,True,2019-08-16 00:39:02,R_1Hi6IvkduNTtl17,anonymous,EN-GB,362,29,26,65,68,68,64,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-16 01:24:02,2019-08-16 01:24:38,IP Address,100,35,True,2019-08-16 01:24:39,R_300JER96k22PqYA,anonymous,EN-GB,724,81,84,51,89,85,66,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-16 01:43:32,2019-08-16 01:44:11,IP Address,100,39,True,2019-08-16 01:44:12,R_25KD8Y4zjFd8vtW,anonymous,EN-GB,592,99,96,38,19,26,11,"I often think about quitting smoking, but I have no plans to quit."
2019-08-16 02:15:45,2019-08-16 02:20:02,IP Address,100,256,True,2019-08-16 02:20:02,R_2QE6H9RYBtT0UtI,anonymous,EN-GB,647,62,4,8,0,15,57,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-16 09:32:09,2019-08-16 09:32:34,IP Address,100,24,True,2019-08-16 09:32:34,R_2dnJjrKfIj5mSbP,anonymous,EN-GB,303,78,74,31,52,81,35,I definitely plan to quit smoking in the next 6 months.
2019-08-16 09:34:32,2019-08-16 09:35:02,IP Address,100,29,True,2019-08-16 09:35:02,R_2z5O0lpQUwWm7il,anonymous,EN-GB,111,85,71,6,5,17,7,"I often think about quitting smoking, but I have no plans to quit."
2019-08-16 10:34:06,2019-08-16 10:34:21,IP Address,100,14,True,2019-08-16 10:34:21,R_1BWALZuZ2cNMDzK,anonymous,EN-GB,421,7,5,7,8,3,5,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-16 11:30:38,2019-08-16 11:31:03,IP Address,100,25,True,2019-08-16 11:31:04,R_3hlQ7vRuaminjGn,anonymous,EN-GB,309,65,59,67,50,61,65,"I have quit smoking, but I still worry about slipping back, so I need to keep working on living smoke free."
2019-08-16 12:42:35,2019-08-16 12:42:53,IP Address,100,17,True,2019-08-16 12:42:53,R_33CMYlDOHSxJIsH,anonymous,EN-GB,270,100,100,0,9,9,0,"I often think about quitting smoking, but I have no plans to quit."
2019-08-16 12:51:53,2019-08-16 12:52:14,IP Address,100,21,True,2019-08-16 12:52:14,R_3JyFHBjbBpVTTOS,anonymous,EN-GB,312,100,100,0,0,23,23,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-16 13:49:41,2019-08-16 13:50:10,IP Address,100,29,True,2019-08-16 13:50:10,R_3pnD7h2BEQFFa25,anonymous,EN-GB,283,94,96,88,71,96,100,I definitely plan to quit smoking in the next 6 months.
2019-08-16 14:11:47,2019-08-16 14:12:05,IP Address,100,18,True,2019-08-16 14:12:05,R_3HS6NZbshIASRph,anonymous,EN-GB,583,69,71,69,70,79,62,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-16 14:58:38,2019-08-16 14:59:01,IP Address,100,22,True,2019-08-16 14:59:01,R_1k1svlCg4x7S06T,anonymous,EN-GB,400,59,57,41,40,59,51,I definitely plan to quit smoking in the next 6 months.
2019-08-16 12:51:42,2019-08-16 12:51:47,IP Address,20,5,False,2019-08-16 16:52:19,R_QfzUektG0MQth7j,anonymous,EN-GB,313,,,,,,,
